words,Class
"['aloj', 'dos', 'noch', 'camin', 'cay', 'larg', 'hotel', 'tal', 'descrit', 'glamour', 'marchit', 'casi', 'pued', 'sent', 'fantasm', 'person', 'fam', 'event', 'pas', 'camin', 'alrededor', 'dieron', 'habit', 'pis', 'bien', 'tamañ', 'decent', 'limpi', 'cans', 'sent', 'lleg', 'cub', 'prefer', 'hotel', 'modern', 'restaur', 'hor', 'buen', 'bocadill', 'comentari', 'anterior', 'tarif', 'preci', 'establec', 'desayun', 'caotic', 'cos', 'cualqui', 'orden', 'ten', 'cuid', 'don', 't', 'dej', 'intercambi', 'diner', 'necesit', 'vec', 'cambi', 'divis', 'cierr', 'razon', 'cajer', 'hotel', 'neg', 'cambi', 'diner', 'dic', 'volv', 't', 'hav', 'any']",4
"['vin', 'aqu', 'cen', 'anoch', 'lug', 'ambient', 'agrad', 'mural', 'par', 'ambient', 'intim', 'menu', 'traduccion', 'ingles', 'personal', 'encant', 'traduc', 'com', 'buen', 'arabesqu', 'tac', 'corder', 'llen', 'compañer', 'pepp', 'rellen', 'ques', 'sals', 'tomat', 'ambos', 'sabros', 'extens', 'cart', 'vin', 'ningun', 'men', 'car', 'vin', 'import', 'chil', 'argentin', 'españ', 'franci', 'dispon', 'sol', 'car', 'ofert', 'mexic', 'conoc', 'cervez', 'embarg', 'dispon', 'altern', 'resum', 'buen', 'com', 'ambient', 'atract', 'decepcion', 'opcion', 'vin', 'pued', 'limit', 'visit', 'vueltamas']",4
"['recomend', 'lug', 'verd', 'dia', 'mal', 'servici', 'sup', 'mal', 'com', 'regul', 'preci', 'acces']",2
"['ciud', 'super', 'cualqui', 'expectativ', 'regres', 'tod', 'call', 'color', 'sac', 'cuent']",5
"['meli', 'haban', 'ubic', 'aven', 'ra', 'mejor', 'hotel', 'disfrut', 'plac', 'aloj', 'mund', 'comienz', 'habit', 'impec', 'esper', 'salud', 'cordial', 'profesional', 'sr', 'marin', 'elorz', 'director', 'gerent', 'general', 'esper', 'lleg', 'llav', 'ten', 'estanci', 'acogedor', 'hotel', 'sr', 'marin', 'personal', 'asegur', 'acces', 'tod', 'maravill', 'instal', 'lug', 'ofrec', 'huesped', 'sr', 'marin', 'proporcion', 'asistent', 'personal', 'nombr', 'mandi', 'asegur', 'dieron', 'excelent', 'servici', 'graci', 'amabl', 'mandi', 'siempr', 'servicial', 'assistantship', 'cuid', 'tod', 'neces', 'actu']",5
"['privilegi', 'aloj', 'hotel', 'pens', 'mas', 'barat', 'haban', 'mas', 'car', 'varader', 'relacion', 'preci', 'mayor', 'ubicaicon', 'cre', 'dig', 'mejor', 'proxim', 'viaj', 'cub', 'esper', 'pront', 'enamor', 'quier', 'ir', 'aloj', 'hotel']",5
"['siempr', 'hac', 'sent', 'cas', 'aunqu', 'remodel', 'hotel', 'siempr', 'limpi', 'toc', 'habit', 'remodel', 'hiz', 'much', 'falt', 'cajon', 'guard', 'rop', 'incomod', 'dej', 'malet', 'felicit', 'elain', 'recepcion', 'mary', 'cocin', 'excelent', 'trabaj']",5
"['habit', 'comod', 'limpi', 'much', 'atraccion', 'cerc', 'servici', 'valet', 'inclu', 'internet', 'gratuit', 'buffet', 'desayun', 'buen', 'buen', 'preci', 'servici', 'checkin', 'checkout', 'eficient', 'rap', 'personal', 'amabl']",4
"['ubic', 'lej', 'mejor', 'hotel', 'frent', 'malecon', 'disfrut', 'lind', 'puest', 'sol', 'dar', 'pase', 'camin', 'lleg', 'casc', 'antigu', 'bellez', 'hotel', 'basic', 'sencill', 'reserv', 'habit', 'tod', 'buen', 'air', 'acondicion', 'limpi', 'general', 'sol', 'jabon', 'llev', 'shampo', 'desayun', 'sencill', 'necesari', 'pas', 'hambr', 'personal', 'general', 'amabl', 'fum', 'hotel', 'rar', 'ver', 'camarer', 'fum', 'pasill', 'cub', 'mund', 'apart', 'recom', 'aprovech', 'bien', 'tiemp', 'recorr', 'maxim']",2
"['parec', 'bien', 'arquitectur', 'hotel', 'bonit', 'preocup', 'manten', 'ubic', 'excelent', 'enfrent', 'plaz', 'central', 'problem', 'empiez', 'vez', 'entras', 'realiz', 'check', 'in', 'hotel', 'viv', 'epoc', 'dor', 'bab', 'ruth', 'einstein', 'lleg', 'hosped', 'aqu', 'ahor', 'hotel', 'qued', 'atras', 'tiemp', 'habit', 'grit', 'ser', 'remodel', 'viej', 'auster', 'ruid', 'desperfect', 'toc', 'hosped', 'aqu', 'noch', 'hij', 'asist', 'curs', 'ballet', 'haban', 'seman', 'aqu', 'hosped', 'grup', 'academi', 'dias', 'hotel', 'qued', 'agu', 'inclusiv', 'mand', 'huesped', 'hotel', 'si', 'opcion']",2
"['hotel', 'lind', 'cos', 'buen', 'cam', 'descans', 'potencial', 'comod', 'diseñ', 'alberc', 'hac', 'cualqu', 'recepcion', 'pued', 'ver', 'desayun', 'pobr', 'pes', 'ser', 'buffet', 'hiel', 'frecuent', 'falt', 'loz', 'frut', 'poc', 'varied', 'si', 'tom', 'desayun', 'cost', 'gran', 'diferent', 'except', 'postr', 'par', 'platill', 'habit', 'sol', 'shampo', 'crem', 'jabon', 'siqu', 'vas', 'lav', 'dient', 'suit', 'ped', 'cambi', 'primer', 'siqu', 'tin', 'regader', 'm', 'm', 'cambi', 'tapon', 'tin', 'funcion', 'siqu', 'pod', 'llen', 'general', 'hotel', 'pud']",2
"['zon', 'arqueolog', 'cerr', 'pas', 'huracantorn', 'gobiern', 'hech', 'reabrirlol', 'local', 'depend', 'turism', 'afectandorecorr', 'dos', 'hor', 'carreter', 'sol', 'descubr', 'cerr']",1
"['pued', 'entend', 'import', 'sentimental', 'ciud', 'cerr', 'visit', 'turist', 'gran', 'atraccion', 'vist', 'similar', 'torr', 'colpatri', 'santuari', 'ningun', 'valor', 'artist', 'ascens', 'descens', 'pie', 'cas', 'quer', 'utiliz', 'funicul', 'telefer', 'aport', 'visit']",3
"['hermos', 'arregl', 'malecon', 'camin', 'tranquil', 'observ', 'bien', 'mar', 'poc', 'vendedor', 'buen']",4
"['imperd', 'vay', 'prepar', 'sol', 'lluvi', 'lug', 'maravill', 'val', 'pen', 'visit', 'contrat', 'tour', 'llev', 'devolv', 'aeropuert']",5
"['parec', 'gui', 'casi', 'quier', 'cobr', 'acercart', 'callejon', 'espaci', 'public', 'asquer', 'parec', 'huel', 'bañ', 'public', 'suci', 'llen', 'chicl', 'rayon', 'ojal', 'hag', 'rescat', 'punt', 'tan', 'atract', 'turism']",1
"['pas', 'primer', 'dias', 'dos', 'seman', 'vacacion', 'aloj', 'meli', 'cohib', 'exterior', 'parec', 'anticu', 'interior', 'bonit', 'modern', 'vestibul', 'bien', 'decor', 'bar', 'primer', 'plant', 'preci', 'bar', 'car', 'hotel', 'cub', 'maner', 'cuban', 'pued', 'imagin', 'aloj', 'hotel', 'salari', 'mensual', 'gimnasi', 'spa', 'piscin', 'agrad', 'adecu', 'habit', 'enorm', 'jacuzzi', 'duch', 'extra', 'sof', 'etc', 'suit', 'plant', 'unas', 'vist', 'impresion', 'malecon', 'ocean', 'ciud', 'caj', 'fuert', 'habit', 'cuart', 'bañ', 'toall', 'esper', 'tipic', 'hotel', 'luj']",4
"['espacions', 'ampli', 'limpi', 'amabl', 'personal', 'teni', 'gimnaci', 'sencill', 'libr', 'asi', 'agrad', 'einternet', 'rap', 'abit', 'ampli', 'much', 'toall', 'bañ', 'agrad', 'general', 'bien', 'ubic']",4
"['ciud', 'bonit', 'gent', 'dej', 'muchisim', 'des', 'acab', 'rest', 'encant', 'gent', 'mul', 'amabl', 'trat', 'mal', 'turist', 'aqu', 'llev', 'coc', 'haci', 'alla', 'cuest', 'mit', 'preci', 'aqu', 'rent', 'aut', 'quer', 'cobr', 'cantid', 'desorbit', 'hertz', 'acab', 'yend', 'europc', 'transit', 'mult', 'merc', 'trtaron', 'punt', 'pie', 'etc', 'etc', 'cre', 'jamas', 'volv', 'visit', 'tierr', 'si', 'algui', 'mepregunt', 'jam', 'recomendar', 'hac']",1
"['buen', 'hotel', 'bien', 'ubic', 'acces', 'divers', 'establec', 'zon', 'centric', 'excelent', 'segur', 'ubic', 'habit', 'vist', 'mar', 'comod', 'limpi', 'ademas', 'cerc', 'lugar', 'turist', 'pas', 'bien', 'hij']",4
"['lug', 'bastant', 'agrad', 'degust', 'buen', 'cort', 'carn', 'famili', 'amig', 'buen', 'preci', 'calid', 'platill']",5
"['realment', 'restaur', 'sorprend', 'entrad', 'vari', 'paladar', 'zon', 'ido', 'bien', 'com', 'delici', 'opcion', 'vegetarian', 'dificil', 'encontr', 'cub', 'sup', 'recomend', 'ademas', 'ambient', 'agrad']",5
"['mejor', 'bod', 'graci', 'sup', 'coordin', 'carl', 'hrv', 'valios', 'element', 'deb', 'mencion', 'pes', 'principi', 'asign', 'encarg', 'event', 'sent', 'convenc', 'conoc', 'frent', 'muj', 'suel', 'ser', 'wedding', 'plann', 'final', 'agradezc', 'sid', 'asi', 'sal', 'excelent', 'felic', 'servici', 'amig', 'famili', 'mism', 'experient', 'capitan', 'rosy', 'personal', 'fantast']",5
"['buen', 'lug', 'encontr', 'desayun', 'com', 'econom', 'arquitectur', 'bonit', 'hech', 'eiffel', 'dentr', 'cualqui', 'merc']",3
"['si', 'gust', 'marisc', 'fresc', 'lug', 'especial', 'pigu', 'langostin', 'zon', 'espectacular', 'lug', 'car', 'aboleng', 'yucatec']",5
"['primer', 'pregunt', 'dond', 'pod', 'ten', 'asient', 'nadi', 'dec', 'algui', 'camarer', 'vin', 'final', 'dij', 'sent', 'mes', 'unas', 'cervez', 'nunc', 'lleg', 'tom', 'entonc', 'camarer', 'lleg', 'dijeron', 'mes', 'reserv', 'envi', 'rincon', 'oscur', 'bien', 'nunc', 'lleg', 'darn', 'menu', 'busc', 'lleg', 'com', 'agrad', 'final', 'mendig', 'acos', 'puert', 'darl', 'diner', 'empez', 'insult', 'centinel', 'vim', 'lug', 'ser', 'vist', 'buen', 'experient']",2
"['tipic', 'siti', 'turist', 'lueg', 'atrev', 'denomin', 'viajer', 'quier', 'visit', 'hac', 'tipic', 'fot', 'mit', 'heminnway', 'igual', 'turist', 'american', 'visit', 'hac', 'fot', 'com', 'restaur', 'botin']",2
"['experient', 'unic', 'cre', 'exist', 'igual', 'sudamer', 'pais', 'conocidol', 'mistic', 'atrayent', 'inici', 'descensol', 'gui', 'ayud', 'muchisim', 'experient', 'millon']",5
"['amig', 'vin', 'hotel', 'visit', 'sorprend', 'calor', 'lobby', 'mendig', 'just', 'entrad', 'principal', 'mendig', 'lobby', 'sinti', 'calor', 'cafet', 'compr', 'botell', 'agu', 'pregunt', 'si', 'huesp', 'hotel', 'dij', 'hosped', 'hotel', 'nacional', 'suficient', 'neg', 'agu', 'pues', 'sol', 'botell', 'dispon', 'huesped', 'hotel', 'sol', 'pod', 'saci', 'sed', 'hotel', 'cont', 'contraseñ', 'internet', 'sol', 'sirv', 'hotel', 'hotel', 'pued', 'conect', 'internet', 'pandemi', 'haban', 'libr', 'encontr', 'mejor', 'situacion', 'actual', 'mendig', 'acech', 'portal', 'hotel']",2
"['verd', 'result', 'buen', 'experient', 'ir', 'cen', 'buen', 'restaur', 'com', 'delici', 'postr', 'result', 'postr', 'mas', 'ric', 'eh', 'prob', 'si', 'buen', 'sabor', 'orden']",4
"['hotel', 'cuent', 'buen', 'modern', 'buen', 'ubic', 'bonit', 'disfrut', 'amig', 'echar', 'grit', 'puebl', 'buen', 'experient', 'si', 'combien']",4
"['abril', 'noch', 'haban', 'qued', 'hotel', 'tryp', 'haban', 'libr', 'gran', 'hotel', 'ubic', 'sector', 'ved', 'instal', 'grand', 'lind', 'hall', 'hermosol', 'desayun', 'tip', 'buffet', 'etern', 'pose', 'restaur', 'barrancon', 'gran', 'pub', 'turquin', 'ultim', 'pis', 'gran', 'vist', 'malecon', 'habit', 'grand', 'aunqu', 'antigu', 'artefact', 'bañ', 'buen', 'haban', 'sal', 'recorr', 'ciud', 'sol', 'lleg', 'hotel', 'dorm']",4
"['prim', 'vez', 'voy', 'haban', 'verd', 'llev', 'gran', 'decepcion', 'hotel', 'ingres', 'vim', 'grand', 'lind', 'pas', 'ascensor', 'empez', 'horror', 'ascensor', 'sol', 'andab', 'hotel', 'cuent', 'pis', 'habit', 'pis', 'esper', 'ascensor', 'pod', 'llev', 'minut', 'horror', 'much', 'vec', 'baj', 'escaler', 'dec', 'escaler', 'terror', 'habit', 'grand', 'suci', 'bañ', 'llen', 'hong', 'pel', 'ademas', 'sillon', 'sill', 'suci', 'helader', 'andab', 'caj', 'segur', 'pag', 'recom']",2
"['pas', 'primer', 'vez', 'realment', 'estupend', 'caball', 'trafic', 'ver', 'lugar', 'interes', 'turist', 'encontr', 'cas', 'volv', 'pie', 'camin', 'par', 'vec', 'sal', 'seccion', 'haban', 'viej', 'lej', 'oest', 'monton', 'cos', 'ver', 'edifici', 'interes', 'especial', 'unid', 'particular', 'intu', 'rar', 'dej', 'trafic', 'normal', 'turist', 'detras', 'monton', 'observ', 'vid', 'cuban']",5
"['recepcion', 'siqu', 'proporcion', 'map', 'hotel', 'hac', 'sent', 'bienven', 'gust', 'hech', 'sol', 'ciert', 'hor', 'com', 'plac', 'pued', 'ten', 'desayun', 'despues', 'si', 'quier', 'pregunt', 'conserj', 'planif', 'vacacion', 'delfin', 'dij', 'ide', 'hotel', 'vi', 'instal', 'impos', 'pod', 'hab', 'conoc', 'ultim', 'sal', 'noch', 'esper', 'capaz', 'cancel', 'masaj', 'program', 'aun', 'asi', 'cobr', 'tarif', 'servici', 'registr', 'entrad', 'dieron', 'llav', 'boton', 'malet', 'entreg', 'dio', 'llav', 'dij', 'volv', 'parqu', 'vehicul', 'ofrec', 'servici', 'usted', 'necesit', 'camarer', 'piscin', 'play', 'gust', 'absolut', 'hech', 'ir', 'cog', 'propi', 'beb', 'clar', 'hotel', 'primer', 'graci']",1
"['volador', 'arriesg', 'gust', 'experient', 'fuert', 'hac', 'gran', 'ritual', 'sirv', 'invoc', 'fertil']",5
"['tiemp', 'calor', 'recom', 'clim', 'extrem', 'pase', 'bonit', 'cuant', 'are', 'restaur', 'unas', 'lanch', 'pas', 'pase']",5
"['pesim', 'parec', 'deb', 'ser', 'nh', 'mal', 'experient', 'hotel', 'viej', 'descuid', 'mobiliari', 'espaci', 'barat', 'mal', 'gust', 'hotel', 'viej', 'concuerd', 'esper', 'conoc', 'nh', 'mal', 'nh', 'supervis', 'defraud', 'client', 'confi', 'marc', 'parec', 'ser', 'propied', 'franquici', 'oper', 'rancherit', 'local', 'regi', 'mal', 'gust', 'ver', 'podri', 'ser', 'mas', 'bien', 'park', 'inn', 'motel', 'six', 'fraqud', 'pues', 'estrell', 'apen', 'podri', 'ser', 'tal', 'vez', 'pesim', 'internet', 'pesim', 'servici', 'recom', 'tarif', 'cualqui', 'one', 'city', 'exper', 'dar', 'mism', 'ser', 'mejor', 'recomend', 'si', 'va', 'trabaj', 'olvidel', 'busqu', 'opcion', 'si', 'va', 'descans', 'pernoct', 'val']",2
"['encant', 'edifici', 'vuelt', 'vari', 'vec', 'monton', 'caracterist', 'element', 'original', 'probabl', 'muebl', 'habit', 'buen', 'vist', 'conciert', 'celebr', 'aqu', 'agrad', 'music', 'viv', 'tod', 'noch', 'jardin', 'maravill', 'gran', 'sof', 'baj', 'verand', 'coctel', 'dos', 'tour', 'histor', 'buen', 'maner', 'echar', 'vistaz', 'ael', 'comedor', 'agui', 'lug', 'estupend', 'com', 'mejor', 'opcion', 'miembr', 'personal', 'recepcion', 'bastant', 'miser', 'tom', 'edad', 'checkin', 'si', 'col', 'recom', 'ir', 'direct', 'bar', 'revest', 'reduzc', 'piscin', 'agrad', 'relaj', 'despues', 'pas', 'haban', 'sol', 'cuc', 'taxi']",3
"['hotel', 'buen', 'cuant', 'ubic', 'servici', 'atencion', 'client', 'bar', 'lobby', 'amabl', 'hac', 'buen', 'coctel', 'dispon', 'restaur', 'italian', 'franc', 'com', 'bien', 'servici', 'rent', 'car', 'baj', 'frent', 'play']",4
"['aloj', 'noch', 'hotel', 'verd', 'dej', 'des', 'hotel', 'tan', 'grand', 'deterior', 'mal', 'administr', 'habit', 'air', 'agu', 'calient', 'colchon', 'fin', 'galletit', 'almoh', 'fin', 'hoj', 'sol', 'ascensor', 'tant', 'huesped', 'verd', 'lind', 'hotel', 'tan', 'ven', 'abaj', 'ojal', 'mejor']",2
"['maravill', 'restaur', 'preci', 'razon', 'centr', 'histor', 'llen', 'comensal', 'mexican', 'tramp', 'turist', 'tikin', 'xic', 'plat', 'pesc', 'bien', 'val', 'pen', 'preci', 'poc', 'chuk', 'sop', 'lim', 'buen', 'servici', 'toc', 'cualqui', 'jueg', 'lleg', 'moment', 'present', 'factur', 'diferent', 'tradicion', 'revis', 'recient']",4
"['pes', 'hotel', 'neptun', 'triton', 'poc', 'hotel', 'cub', 'pued', 'ser', 'reserv', 'debaj', 'recomend', 'experient', 'pes', 'reform', 'lug', 'sent', 'neces', 'renov', 'inclus', 'despues', 'renov', 'habit', 'grand', 'instal', 'hotel', 'lament', 'sol', 'dos', 'cuatr', 'ascensor', 'funcion', 'vec', 'esper', 'minut', 'desayun', 'inclu', 'experient']",2
"['increibl', 'lug', 'asombr', 'instal', 'primer', 'buen', 'disposicion', 'personal', 'lug', 'tranquil', 'recomend']",5
"['buen', 'hotel', 'buen', 'ubic', 'atencion', 'buen', 'instal', 'siempr', 'ase', 'confort', 'com', 'tip', 'buffet', 'excelent', 'calid', 'plat', 'habit', 'ampli']",5
"['espos', 'amant', 'com', 'tailandes', 'verd', 'vim', 'restaur', 'numer', 'dud', 'ir', 'ambient', 'lug', 'bien', 'servici', 'excelent', 'problem', 'prob', 'pad', 'thai']",2
"['hotel', 'total', 'abandon', 'indign', 'caden', 'meli', 'dias', 'agu', 'calient', 'llev', 'dias', 'ascensor', 'sol', 'funcion', 'dar', 'servici', 'hotel', 'habit', 'cortin', 'habit', 'agujer', 'muebl', 'tirador', 'pasill', 'conduc', 'habit', 'papel', 'moquet', 'nadi', 'recog', 'vari', 'dias', 'sensacion', 'abandon', 'gent', 'vari', 'ocasion', 'dec', 'cad', 'vez', 'volv', 'peor', 'anterior']",1
"['lleg', 'tempran', 'noch', 'reserv', 'embarg', 'sent', 'mes', 'just', 'frent', 'mar', 'cen', 'comenz', 'cortes', 'tost', 'delici', 'sals', 'tomatill', 'asad', 'pod', 'par', 'com', 'mejor', 'sals', 'trat', 'mes', 'mexic', 'mar', 'ped', 'amant', 'cad', 'festin', 'camaron', 'camaron', 'enorm', 'porcion', 'cocin', 'cualqui', 'maner', 'ped', 'serv', 'gran', 'barc', 'metal', 'form', 'plat', 'impresion', 'chapuzon', 'mang', 'camaron', 'coc', 'increibl', 'ah', 'olvid', 'inici', 'cos', 'usted', 'ayud', 'bar', 'autoservici', 'ensal', 'enorm', 'prueb', 'delici', 'cevich', 'camaron', 'ambient', 'restaur', 'nautic', 'bien', 'hech', 'punt', 'culmin', 'cen', 'vist', 'lagun', 'interior', 'gru', 'aves', 'pec', 'tortug', 'king', 'lueg', 'gran', 'asombr', 'vim', 'cocodril', 'lent', 'superfici', 'agu', 'nad', 'haci', 'cost', 'podr', 'ped', 'mejor', 'anim', 'com', 'delici', 'fresc', 'encant', 'decor', 'viv', 'entreten', 'podr', 'ser', 'mejor']",5
"['interes', 'muse', 'edifici', 'atract', 'pued', 'ten', 'gui', 'val', 'pen', 'sorprendent', 'ofrec', 'gui', 'pag', 'preci', 'entrad', 'pront', 'hiz', 'evident', 'primer', 'habit', 'habit', 'contigu', 'conteng', 'caball', 'autobus', 'este', 'detras', 'cuerd', 'dos', 'gui', 'ofrec', 'levant', 'cuerd', 'asi', 'pud', 'echar', 'vistaz', 'pod', 'ver', 'inmediat', 'ocurr', 'espos', 'habit', 'gui', 'tom', 'fot', 'dej', 'habit', 'man', 'tom', 'diner', 'habit', 'principal', 'acompañ', 'espos', 'habit', 'dic', 'discrecion', 'discrecion', 'aunqu', 'gust', 'extrañ', 'consej', 'acces', 'interes', 'inform', 'pued', 'convert', 'visit', 'muse', 'car', 'cuent', 'numer', 'habit', 'gui', 'despues', 'ejempl', 'gui', 'vin', 'trat', 'entabl', 'convers', 'cuant', 'sal', 'lej', 'asi', 'ten', 'cuent', 'general', 'val', 'pen', 'visit', 'muebl', 'interes', 'etc', 'tiemp', 'colonial']",4
"['muse', 'estructur', 'vistos', 'mejor', 'mes', 'sal', 'permanent', 'interes', 'explic', 'form', 'interact', 'vid', 'histori', 'puebl', 'yucatecoel', 'cin', 'proyect', 'vari', 'documental', 'yucatec', 'vez', 'oper', 'pelicul', 'cult']",5
"['viaj', 'virgin', 'pas', 'premium', 'economy', 'val', 'pen', 'pag', 'lleg', 'haban', 'primer', 'vuel', 'lueg', 'esper', 'hor', 'autobus', 'mund', 'pas', 'aduan', 'pens', 'ahor', 'deb', 'hab', 'trasl', 'priv', 'si', 'hech', 'evit', 'medi', 'hor', 'esper', 'reserv', 'hotel', 'primer', 'autobus', 'equipaj', 'part', 'atras', 'asi', 'ultim', 'vez', 'reserv', 'primer', 'ultim', 'ultim', 'primer', 'vin', 'ment', 'reserv', 'habit', 'pid', 'plant', 'alta', 'viej', 'edifici', 'colonial', 'maravill', 'vist', 'ciud', 'habit', 'grand', 'mejor', 'tod', 'accion']",4
"['relacion', 'cost', 'hotel', 'parec', 'tip', 'instal', 'adem', 'recib', 'grup', 'grand', 'gent', 'vien', 'diferent', 'part', 'pais', 'tramit', 'vis', 'trabaj', 'mty', 'cual', 'respet', 'privac', 'person', 'ven', 'trabaj', 'obvi', 'razon', 'quer', 'descans']",2
"['angelopolis', 'llen', 'muchisim', 'fin', 'seman', 'locur', 'cin', 'mas', 'car', 'aqui', 'plaz', 'estacion', 'mas', 'car', 'conozc', 'instal', 'antigu', 'prefier', 'ir', 'galeri', 'serd', 'tiend', 'unic', 'puebl', 'forev', 'h', 'm', 'sfer', 'stradivarius']",3
"['cierr', 'pm', 'cobr', 'adult', 'niñ', 'men', 'años', 'adult', 'mayor', 'gratis', 'entrad', 'gui', 'junt', 'grup', 'minim', 'person', 'cobr', 'person', 'pag', 'excelent', 'explic', 'atencion', 'part', 'poc', 'clarid', 'inform', 'red', 'numer', 'telefon', 'sirv', 'lleg', 'facil', 'waz', 'llev', 'buen', 'bloqueador', 'sombrer', 'preferent', 'tenis']",3
"['lug', 'encuentr', 'cerr', 'hac', 'tiemp', 've', 'vide', 'lug', 'cuent', 'local', 'period', 'remodel', 'esper', 'años', 'habilit', 'sen', 'pued', 'trabaj', 'aqu']",2
"['preci', 'pag', 'pued', 'consegu', 'mejor', 'hotel', 'instal', 'dentr', 'are', 'mal', 'tiemp', 'problem', 'clasic', 'hotel', 'centr', 'gimnasi', 'piscin', 'buen', 'ubic', 'clar', 'comod', 'usted', 'situ', 'cerc']",3
"['primer', 'ultim', 'visit', 'decid', 'ir', 'desayun', 'esper', 'buen', 'lleg', 'nadi', 'atend', 'sent', 'vim', 'tard', 'tra', 'caf', 'posterior', 'orden', 'cas', 'paquet', 'ros', 'inclu', 'pap', 'hash', 'brown', 'pan', 'caf']",1
"['enfriador', 'dentr', 'gust', 'paladar', 'bastant', 'dificil', 'encontr', 'afuer', 'tabl', 'varied', 'restaur', 'monton', 'jineter', 'trat', 'cambi', 'ment', 'si', 'quier', 'ir', 'alli', 'hac', 'reserv', 'cumpl', 'menu', 'ist', 'bastant', 'pequeñ', 'com', 'bien', 'preci', 'razon', 'lug', 'visit', 'servici', 'agrad', 'amablemas']",4
"['hotel', 'recomend', 'resplandecient', 'baj', 'resbal', 'servici', 'com', 'propied', 'precios', 'habit', 'espaci', 'personal', 'general', 'excepcional', 'problem', 'servici', 'com', 'calid', 'inform', 'directori', 'hotel', 'servici', 'com', 'total', 'incorrect', 'servici', 'habit', 'hor', 'indic', 'dieron', 'inform', 'incorrect', 'personal', 'verdader', 'hor', 'servici', 'habit', 'dieron', 'inform', 'altern', 'tard', 'descubr', 'dispon', 'lagun', 'dia', 'com', 'dispon', 'hotel', 'mientr', 'mini', 'bar', 'complet', 'abastec', 'alcohol', 'gratuit', 'product', 'com']",3
"['sol', 'cen', 'terraz', 'ubic', 'ultim', 'plant', 'unas', 'espectacular', 'vist', 'haban', 'viej', 'vari', 'plat', 'eleg', 'pais', 'ric', 'bien', 'prepar', 'buen', 'servici', 'preci', 'asequ', 'indispens', 'piñ', 'col', 'postr', 'repet']",4
"['excelent', 'lug', 'recomend', 'excelent', 'servici', 'hospital', 'genial', 'dej', 'visit']",5
"['plaz', 'bran', 'encant', 'unic', 'mal', 'pesadez', 'vendedor', 'sol', 'acercart', 'mir', 'cubiert', 'insist', 'vend']",4
"['aloj', 'mar', 'hotel', 'may', 'madrug', 'pis', 'pali', 'pis', 'par', 'humed', 'alfombr', 'rot', 'suci', 'habit', 'funcion', 'luc', 'helader', 'vidri', 'suci', 'cortin', 'fund', 'sillon', 'total', 'raid', 'peor', 'fue', 'dos', 'dias', 'agu', 'calient', 'reclam', 'conserj', 'dijeron', 'sab', 'iba', 'solucion', 'problem', 'pud', 'comprob', 'pis', 'limpi', 'dias', 'bañ', 'tampoc', 'cobr', 'caj', 'fuert', 'adelant', 'cuc', 'dia', 'ser', 'gratis', 'ped', 'despert', 'dos', 'mañan', 'tom', 'transf', 'todav', 'esper', 'llam']",2
"['ejempl', 'oportun', 'mal', 'aprovech', 'volc', 'turism', 'horter', 'exigent', 'cocin', 'mediocr', 'band', 'music', 'excelent', 'calid', 'hac', 'horribl', 'version', 'cancion', 'american', 'servici', 'especial', 'buen', 'atent', 'simpat', 'siempr', 'sonris']",2
"['val', 'pen', 'total', 'dart', 'vuelt', 'capill', 'rosari', 'dud', 'octav', 'maravill', 'mund', 'segur', 'bellez', 'compar']",5
"['lug', 'hermos', 'aquell', 'disfrut', 'bellez', 'arquitecton', 'period', 'colonial', 'encuentr', 'gran', 'varied', 'muse', 'fundacion', 'boter', 'cas', 'moned', 'muse', 'sant', 'clarai', 'ideal', 'camin', 'call', 'cuid', 'pertenent']",4
"['aprovech', 'tour', 'taxi', 'priv', 'ir', 'entrad', 'ciud', 'mayor', 'plaz', 'mund', 'extensin', 'ir', 'verl', 'tradicin', 'vist']",3
"['peor', 'hotel', 'aloj', 'clasific', 'hotel', 'estrell', 'primer', 'habit', 'dieron', 'puert', 'balcon', 'podr', 'zon', 'pud', 'cerc', 'segund', 'marginaly', 'mejor', 'intent', 'cambi', 'hotel', 'dijeron', 'dispon', 'haban']",1
"['habit', 'bien', 'present', 'esper', 'dieron', 'dos', 'cam', 'sencill', 'espos', 'agenci', 'vend', 'hab', 'luj', 'exist', 'plan', 'inclu', 'lleg', 'sol', 'aplic', 'cen', 'desayun', 'prefer', 'restaur', 'buffet', 'repit', 'vec', 'inclu', 'restriccion', 'restaur', 'verd', 'bastant', 'regul', 'qued', 'gan', 'volv']",2
"['aloj', 'hotel', 'part', 'paquet', 'visit', 'medi', 'noch', 'haban', 'gui', 'explic', 'hotel', 'vez', 'form', 'part', 'caden', 'hilton', 'mejor', 'hotel', 'haban', 'desgraci', 'lleg', 'hotel', 'parec', 'bastant', 'acogedor', 'recepcionvestibul', 'agrad', 'fresc', 'limpi', 'experient', 'agrad', 'larg', 'sol', 'tres', 'pequeñ', 'ascensor', 'servici', 'hotel', 'gran', 'numer', 'habit', 'pis', 'esper', 'medi', 'hor', 'ascensor', 'podr', 'inclus', 'lleg', 'habit', 'minusval', 'incapaz', 'sub', 'escaler', 'final', 'lleg', 'plant', 'decepcion', 'comenz', 'tod', 'alfombr', 'suci']",2
